adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,revenue
False,/AqLcLsGGTzAjm3pCCq0CZCQrp6m.jpg,"[12, 14]",12444,en,Harry Potter and the Deathly Hallows: Part 1,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",173.628,/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,2010-11-17,Harry Potter and the Deathly Hallows: Part 1,False,7.747,19079,954305868
False,/h0TuquPlfxqe4sJSy7sUlEzaAsL.jpg,"[18, 36]",872585,en,Oppenheimer,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,137.562,/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,2023-07-19,Oppenheimer,False,8.08,9429,952000000
False,/eCynaAOgYYiw5yN5lBwz3IxqvaW.jpg,"[16, 10751]",12,en,Finding Nemo,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",107.532,/eHuGQ10FUzK1mdOY69wF5pGgEf5.jpg,2003-05-30,Finding Nemo,False,7.82,19282,940335536
False,/uMSxXLfH7v30gRNBqsQaSP3yqX5.jpg,"[16, 35, 10751, 12]",438148,en,Minions: The Rise of Gru,"A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them, with the backup of his followers, the Minions.",92.879,/wKiOkZTN9lUUUNZLmtnwubZYONg.jpg,2022-06-29,Minions: The Rise of Gru,False,7.3,3621,940203765
False,/82a7AGF081PzFfoM8GAVGMvZNYK.jpg,"[12, 14]",675,en,Harry Potter and the Order of the Phoenix,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students to defend themselves against the dark arts.",139.054,/5aOyriWkPec0zUDxmHFP9qMmBaj.jpg,2007-07-08,Harry Potter and the Order of the Phoenix,False,7.677,19478,938212738
False,/l45UqyARB3WxpYNuACjMjndpe85.jpg,"[16, 10751, 35, 14, 12]",809,en,Shrek 2,"Shrek, Fiona, and Donkey set off to Far, Far Away to meet Fiona's mother and father, the Queen and King. But not everyone is happily ever after. Shrek and the King find it difficult to get along, and there's tension in the marriage. The Fairy Godmother discovers that Fiona has married Shrek instead of her son Prince Charming and plots to destroy their marriage.",123.797,/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg,2004-05-19,Shrek 2,False,7.3,12325,935454538
False,/ze6Mx4QE5mQVXRYmG2flncqqle4.jpg,"[12, 14]",767,en,Harry Potter and the Half-Blood Prince,"As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.",143.054,/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg,2009-07-15,Harry Potter and the Half-Blood Prince,False,7.688,19462,933959197
False,/6G73mNyooWAEQTpckPSnFxFoNmc.jpg,"[12, 14, 28]",121,en,The Lord of the Rings: The Two Towers,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",98.811,/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,2002-12-18,The Lord of the Rings: The Two Towers,False,8.399,21958,926287400
False,/5fu7fzy4NZTsL1Jap00UBIInAuB.jpg,"[12, 28, 878]",1893,en,Star Wars: Episode I - The Phantom Menace,"Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.",46.763,/wFqsNrKru8xw1914kEx84yu651k.jpg,1999-05-19,Star Wars: Episode I - The Phantom Menace,False,6.6,14626,924317558
False,/79bJL9ydAMYVltuNTt4VhxORqIz.jpg,"[12, 878]",329,en,Jurassic Park,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",43.726,/8nSi7W1pG1KgqHS9kp3EsGoeKtA.jpg,1993-06-11,Jurassic Park,False,7.951,16314,920100000
False,/dcvbs8z0GEXslC1kCT77x19XDeR.jpg,"[10402, 18]",424694,en,Bohemian Rhapsody,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",53.079,/lHu1wtNaczFPGFDTrjCSzeLPTKN.jpg,2018-10-24,Bohemian Rhapsody,False,7.983,16869,918355943
False,/dwNeWkccTWJCgfc6yqpkuH93nSu.jpg,"[18, 10752]",779029,zh,长津湖,"Korean War, winter 1950. In the frozen and snowy area of Changjin Lake, a bloody battle is about to begin between the elite troops of the United States and China.",20.918,/iXvAlIo4DPLBiraC2KLu4977Wo2.jpg,2021-09-30,The Battle at Lake Changjin,False,5.941,102,902540935
False,/5rrGVmRUuCKVbqUu41XIWTXJmNA.jpg,"[12, 14]",674,en,Harry Potter and the Goblet of Fire,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",180.897,/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg,2005-11-16,Harry Potter and the Goblet of Fire,False,7.807,20717,895921036
False,/w1oD1MzHjnBJc5snKupIQaSBLIh.jpg,"[28, 12, 878]",559,en,Spider-Man 3,"The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",112.97,/qFmwhVUoUSXjkKRmca5yGDEXBIj.jpg,2007-05-01,Spider-Man 3,False,6.433,14127,894983373
False,/o0zPARvs47f0UhAJuUqdQsyQaji.jpg,"[16, 35, 10751, 12]",8355,en,Ice Age: Dawn of the Dinosaurs,"Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs.",68.691,/cXOLaxcNjNAYmEx1trZxOTKhK3Q.jpg,2009-06-26,Ice Age: Dawn of the Dinosaurs,False,6.8,8292,886686817
False,/8lBViysvNJBPkl6zG1LVAaW3qhj.jpg,"[28, 12, 53]",206647,en,Spectre,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",45.922,/aD8fQF2WFAvMMxmMHHj2RXz2hwP.jpg,2015-10-26,Spectre,False,6.551,10498,880707597
False,/tPpYGm2mVecue7Bk3gNVoSPA5qn.jpg,"[28, 12, 878, 18]",315635,en,Spider-Man: Homecoming,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",122.697,/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg,2017-07-05,Spider-Man: Homecoming,False,7.334,21815,880166924
False,/liiPM38H376CDqxJ7VeQjan5YUy.jpg,"[16, 35, 12, 10751]",57800,en,Ice Age: Continental Drift,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.",76.323,/dfp1BZF7FxbBUyzHvMOI9t8NWDD.jpg,2012-06-27,Ice Age: Continental Drift,False,6.4,7570,877244782
False,/yHzyPJrVqlTySQ9mc379yxrLBYQ.jpg,"[12, 14]",672,en,Harry Potter and the Chamber of Secrets,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",221.886,/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,2002-11-13,Harry Potter and the Chamber of Secrets,False,7.716,22022,876688482
False,/c1Ywtvlqls6tPBZ3BqbPtBwHyng.jpg,"[12, 35, 16, 10751]",328111,en,The Secret Life of Pets,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",15.762,/5f8rTQq42nQVGGes9SCV9AnD0II.jpg,2016-06-18,The Secret Life of Pets,False,6.3,8045,875457937
False,/5fX1oSGuYdKgwWmUTAN5MNSQGzr.jpg,"[28, 12, 14]",209112,en,Batman v Superman: Dawn of Justice,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",87.214,/5UsK3grJvtQrtzEgqNlDljJW96w.jpg,2016-03-23,Batman v Superman: Dawn of Justice,False,5.972,17971,874362803
False,/z51Wzj94hvAIsWfknifKTqKJRwp.jpg,"[12, 14, 28]",120,en,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",137.102,/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,False,8.4,25296,871368364
False,/dpbjivY5OdZjAr1gmRZVCsEkYRC.jpg,"[10752, 28, 53]",452557,zh,战狼2,"China's deadliest special forces operative settles into a quiet life on the sea. When sadistic mercenaries begin targeting nearby civilians, he must leave his newfound peace behind and return to his duties as a soldier and protector.",17.753,/87aWrVqaVhXhblhO7sYHLC2y8TT.jpg,2017-07-27,Wolf Warrior 2,False,6.6,282,870322670
False,/48gojWXx1G2Bs0KFtXYfNJ2naDr.jpg,"[12, 28, 878]",101299,en,The Hunger Games: Catching Fire,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",78.51,/uFQbcR7h1stMlN1d3a7RmV0luLZ.jpg,2013-11-15,The Hunger Games: Catching Fire,False,7.428,17322,865011746
False,/aJn9XeesqsrSLKcHfHP4u5985hn.jpg,"[878, 12, 28]",283995,en,Guardians of the Galaxy Vol. 2,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,72.816,/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg,2017-04-19,Guardians of the Galaxy Vol. 2,False,7.617,21584,863756051
False,/1GU0jS5ZG5MhfdDrpj8s9XxbgJJ.jpg,"[28, 12, 878]",505642,en,Black Panther: Wakanda Forever,"Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death.  As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.",110.569,/sv1xJUazXeYqALzczSZ3O6nkH75.jpg,2022-11-09,Black Panther: Wakanda Forever,False,7.088,6540,859102154
False,/j29ekbcLpBvxnGk6LjdTc2EI5SA.jpg,"[16, 10751, 12, 18, 35]",150540,en,Inside Out,"When 11-year-old Riley moves to a new city, her Emotions team up to help her through the transition. Joy, Fear, Anger, Disgust and Sadness work together, but when Joy and Sadness get lost, they must journey through unfamiliar places to get back home.",151.563,/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg,2015-06-17,Inside Out,False,7.9,22028,857611174
False,/VuukZLgaCrho2Ar8Scl9HtV3yD.jpg,"[878, 28]",335983,en,Venom,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",263.404,/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg,2018-09-28,Venom,False,6.833,16126,856085151
False,/6G2fLCVm9fiLyHvBrccq6GSe2ih.jpg,"[28, 12, 878]",284053,en,Thor: Ragnarok,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.",69.937,/rzRwTcFvttcN1ZpX2xv4j3tSdJu.jpg,2017-10-02,Thor: Ragnarok,False,7.589,20761,855301806
False,/5vDuLrjJXFS9PTF7Q1xzobmYKR9.jpg,"[12, 28, 878]",1895,en,Star Wars: Episode III - Revenge of the Sith,The evil Darth Sidious enacts his final plan for unlimited power -- and the heroic Jedi Anakin Skywalker must choose a side.,45.675,/xfSAoBEm9MNBjmlNcDYLvLSMlnq.jpg,2005-05-17,Star Wars: Episode III - Revenge of the Sith,False,7.4,13721,850000000
False,/5YZbUmjbMa3ClvSW1Wj3D6XGolb.jpg,"[878, 12, 28]",447365,en,Guardians of the Galaxy Vol. 3,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.",129.315,/r2J02Z2OpNTctfOSN1Ydgii51I3.jpg,2023-05-03,Guardians of the Galaxy Vol. 3,False,7.962,6931,845600000
False,/1BsGNqNhPcxyCsSRKvM4Qku1UJ0.jpg,"[878, 28, 12]",8373,en,Transformers: Revenge of the Fallen,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",30.187,/pLBb0whOzVDtJvyD4DPeQyQNOqp.jpg,2009-06-19,Transformers: Revenge of the Fallen,False,6.2,8489,836303693
False,/qkl57wzSFrpi2sRpoc2mZJbMuLP.jpg,"[12, 14, 18, 10749]",50620,en,The Twilight Saga: Breaking Dawn - Part 2,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",80.146,/7IGdPaKujv0BjI0Zd0m0a4CzEjJ.jpg,2012-11-13,The Twilight Saga: Breaking Dawn - Part 2,False,6.461,8874,829747654
False,/8ZTVqvKDQ8emSGUEMjsS4yHAwrp.jpg,"[28, 878, 12]",27205,en,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",120.427,/oYuLEt3zVCKq57qu2F8dT7NIa6f.jpg,2010-07-15,Inception,False,8.37,36701,825532764
False,/6iUNJZymJBMXXriQyFZfLAKnjO6.jpg,"[28, 12, 14]",297762,en,Wonder Woman,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,64.855,/imekS7f1OuHyUP2LAiTEM0zBzUz.jpg,2017-05-30,Wonder Woman,False,7.222,19931,823970682
False,/cTD9U4QLJHEL75ee1NoqIIeBc1y.jpg,"[18, 35, 14]",758891,zh,你好，李焕英,"Devastated after her mom's serious accident and grief-stricken because she hasn't become the daughter she wanted to be for her mother, Jia Xiaoling finds herself transported back in time to the year 1981, where she meets her young mother before she was her mom.",12.52,/qvVEsknGNchhfhOOg69t4ITxBkb.jpg,2021-02-12,"Hi, Mom",False,7.058,146,822049668
False,/qJzloL8O9YHhiWBrhlPfKAtZu2I.jpg,"[28, 878]",557,en,Spider-Man,"After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.",141.804,/gh4cZbhZxyTbgxQPxD0dOudNPTn.jpg,2002-05-01,Spider-Man,False,7.303,19116,821708551
False,/uw4SnKFZ453Gxmj5XR5Susj8TNo.jpg,"[28, 12, 878]",602,en,Independence Day,"Strange phenomena surface around the globe. The skies ignite. Terror races through the world's major cities. As these extraordinary events unfold, it becomes increasingly clear that a force of incredible magnitude has arrived. Its mission: total annihilation over the Fourth of July weekend. The last hope to stop the destruction is an unlikely group of people united by fate and unimaginable circumstances.",46.004,/p0BPQGSPoSa8Ml0DAf2mB2kCU0R.jpg,1996-06-25,Independence Day,False,6.889,9560,817400891
